CUSTOMER_ID,"LAST ORDER DATE",RECENCY,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE
17747,"2011-08-31 13:29:00",100,2,64.64999771118164,2,1,1
17382,"2011-10-05 13:05:00",65,2,65.39999771118164,3,1,1
14393,"2011-05-05 18:16:00",218,5,67.95000076293945,1,1,1
15863,"2011-11-14 12:49:00",25,18,68.83999860286713,4,2,1
18037,"2011-07-08 13:39:00",154,19,70.02000024914742,2,2,1
16581,"2011-07-07 15:50:00",155,11,70.43999940156937,2,1,1
17022,"2011-11-08 17:09:00",31,7,70.99999833106995,4,1,1
13185,"2011-03-17 11:56:00",267,1,71.39999771118164,1,1,1
13938,"2011-11-04 14:37:00",35,7,71.65999960899353,3,1,1
13686,"2011-06-10 09:10:00",182,8,72.00000047683716,1,1,1
17906,"2011-04-06 17:25:00",247,12,72.90000122785568,1,1,1
16171,"2011-10-11 14:51:00",59,3,73.20000171661377,3,1,1
18032,"2011-01-09 15:32:00",334,5,73.49999856948853,1,1,1
12506,"2011-04-21 08:54:00",232,23,73.49999964237213,1,2,1
17960,"2011-06-21 14:15:00",171,26,73.77999991178513,2,2,1
13095,"2011-09-30 12:03:00",70,6,74.39999914169312,3,1,1
18050,"2010-12-15 14:25:00",359,5,74.40000081062317,1,1,1
16468,"2011-09-26 14:13:00",74,2,74.89999771118164,2,1,1
13403,"2011-11-22 08:28:00",17,3,75,4,1,1
16610,"2011-05-04 13:13:00",219,6,75.66000008583069,1,1,1
17628,"2011-09-19 15:21:00",81,5,75.74999952316284,2,1,1
17995,"2011-03-03 12:30:00",281,2,76.099998742342,1,1,1
18113,"2010-12-06 12:31:00",368,1,76.31999588012695,1,1,1
14090,"2011-01-19 10:51:00",324,1,76.31999588012695,1,1,1
16148,"2011-02-16 14:01:00",296,1,76.31999588012695,1,1,1
15668,"2011-05-06 10:39:00",217,1,76.31999588012695,1,1,1
17536,"2011-06-15 13:23:00",177,3,76.5,2,1,1
14373,"2010-12-16 15:40:00",358,4,76.55000066757202,1,1,1
13992,"2011-11-09 15:23:00",30,5,76.80000019073486,4,1,1
13132,"2011-03-23 12:44:00",261,3,77.2999997138977,1,1,1
14785,"2011-11-29 13:21:00",10,3,77.40000128746033,5,1,1
17942,"2011-12-02 10:45:00",7,2,77.4999965429306,5,1,1
16078,"2011-03-01 09:47:00",283,1,79.19999694824219,1,1,1
15753,"2011-02-08 12:41:00",304,1,79.20000171661377,1,1,1
13747,"2010-12-01 10:37:00",373,1,79.5999984741211,1,1,1
14109,"2011-11-16 13:51:00",23,14,80.19999885559082,4,2,1
17752,"2010-12-15 16:19:00",359,1,80.6399974822998,1,1,1
13967,"2011-07-17 12:02:00",145,2,80.69999885559082,2,1,1
16789,"2011-12-01 15:12:00",8,5,80.80000066757202,5,1,1
18281,"2011-06-12 10:53:00",180,7,80.82000052928925,1,1,1
17620,"2011-10-11 12:08:00",59,4,81.44000101089478,3,1,1
13006,"2011-10-14 13:49:00",56,4,81.56999897956848,3,1,1
16424,"2011-06-01 13:40:00",191,6,82.56000185012817,1,1,1
17309,"2011-09-05 15:20:00",95,12,82.74999964237213,2,1,1
12401,"2011-02-09 13:50:00",303,5,84.29999923706055,1,1,1
13666,"2011-10-10 15:39:00",60,12,84.65000021457672,3,1,1
13841,"2011-04-01 12:10:00",252,1,85.00000238418579,1,1,1
15541,"2011-08-17 14:58:00",114,29,85.12999838590622,2,2,1
16498,"2011-07-01 15:07:00",161,16,86.11999934911728,2,2,1
13296,"2011-07-25 13:46:00",137,5,87.3999999165535,2,1,1
15180,"2010-12-07 14:57:00",367,6,87.50000071525574,1,1,1
18084,"2011-11-23 13:57:00",16,2,87.5299973487854,4,1,1
15083,"2011-03-28 12:18:00",256,5,88.20000100135803,1,1,1
15212,"2011-04-14 13:12:00",239,7,88.94999885559082,1,1,1
12353,"2011-05-19 17:47:00",204,4,88.99999952316284,1,1,1
14436,"2011-09-02 10:13:00",98,9,89.05999898910522,2,1,1
12686,"2010-12-03 09:51:00",371,7,89.1399998664856,1,1,1
14219,"2011-12-05 16:23:00",4,7,89.93999898433685,5,1,1
14117,"2011-07-19 09:49:00",143,3,90,2,1,1
16597,"2011-12-05 15:44:00",4,7,90.0400002002716,5,1,1
15552,"2011-05-06 14:47:00",217,17,90.12000066041946,1,2,1
16506,"2011-11-20 12:17:00",19,3,90.30000114440918,4,1,1
13947,"2011-10-05 14:42:00",65,5,90.59999942779541,3,1,1
14353,"2011-05-08 16:06:00",215,6,90.6000006198883,1,1,1
15488,"2011-09-08 10:11:00",92,2,91.31999588012695,2,1,1
12659,"2011-11-10 11:53:00",29,5,91.67999839782715,4,1,1
13551,"2011-01-24 14:46:00",319,4,91.79999828338623,1,1,1
13160,"2011-11-17 13:07:00",22,4,91.80000162124634,4,1,1
12789,"2011-10-05 13:34:00",65,4,91.85000228881836,3,1,1
14054,"2011-10-05 15:49:00",65,6,92.4599986076355,3,1,1
12821,"2011-05-09 15:51:00",214,6,92.71999979019165,1,1,1
17991,"2011-04-28 15:58:00",225,5,93.35000109672546,1,1,1
13283,"2011-10-11 09:50:00",59,7,93.65999937057495,3,1,1
18227,"2011-05-06 12:23:00",217,5,93.75,1,1,1
15428,"2011-11-24 16:54:00",15,6,93.77999997138977,4,1,1
15397,"2011-02-23 09:25:00",289,6,93.99999904632568,1,1,1
13651,"2011-11-04 14:59:00",35,6,94.20000076293945,3,1,1
16073,"2011-02-21 12:33:00",291,2,94.34999823570251,1,1,1
16387,"2011-01-21 11:34:00",322,4,94.36000061035156,1,1,1
12548,"2011-06-26 15:35:00",166,5,95.20000171661377,2,1,1
18249,"2011-11-22 15:07:00",17,8,95.33999955654144,4,1,1
17024,"2011-10-25 13:47:00",45,3,95.84999942779541,3,1,1
14642,"2011-10-12 11:08:00",58,2,96.1199951171875,3,1,1
15216,"2011-09-13 11:41:00",87,2,96.59999799728394,2,1,1
17325,"2011-03-04 13:09:00",280,6,96.79999923706055,1,1,1
12984,"2011-11-21 12:37:00",18,4,97.49999952316284,4,1,1
18277,"2011-10-12 15:22:00",58,9,97.62999868392944,3,1,1
15422,"2011-01-20 16:17:00",323,6,97.7000002861023,1,1,1
18033,"2011-10-05 17:28:00",65,34,97.9699995815754,3,3,1
17895,"2011-10-26 17:00:00",44,16,97.99999940395355,3,2,1
17538,"2011-11-14 12:12:00",25,9,98.4200005531311,4,1,1
15256,"2011-07-14 11:47:00",148,6,98.4499979019165,2,1,1
17746,"2011-04-19 11:26:00",234,8,98.79999995231628,1,1,1
17939,"2011-07-03 12:27:00",159,12,99.13999772071838,2,1,1
13703,"2011-01-25 13:10:00",318,1,99.49999809265137,1,1,1
15973,"2011-04-18 09:39:00",235,6,99.7699966430664,1,1,1
14371,"2011-02-17 16:35:00",295,4,100.49999856948853,1,1,1
17427,"2011-09-29 11:29:00",71,2,100.79999923706055,2,1,1
14946,"2011-11-25 13:33:00",14,3,100.9000015258789,4,1,1
16344,"2011-07-04 15:50:00",158,2,101.09999656677246,2,1,1
13235,"2011-05-12 09:48:00",211,59,101.16996335983276,1,4,1
13101,"2011-04-19 14:37:00",234,8,101.18999719619751,1,1,1
18086,"2011-03-10 13:34:00",274,7,101.339998960495,1,1,1
16006,"2011-05-12 13:12:00",211,8,101.40000033378601,1,1,1
17643,"2010-12-01 14:38:00",373,8,101.54999876022339,1,1,1
16516,"2011-11-09 14:59:00",30,6,101.70000052452087,4,1,1
18068,"2011-02-23 14:50:00",289,1,101.70000457763672,1,1,1
16462,"2011-10-06 18:16:00",64,4,102,3,1,1
13948,"2010-12-14 10:18:00",360,3,102.00000095367432,1,1,1
14981,"2011-04-07 13:45:00",246,8,102.11999821662903,1,1,1
14836,"2011-11-29 16:45:00",10,6,102.4500002861023,5,1,1
18011,"2010-12-01 17:35:00",373,28,102.79000008106232,1,2,1
17962,"2011-07-20 14:16:00",142,35,102.8299983292818,2,3,1
14542,"2011-06-07 08:19:00",185,5,103.24999713897705,1,1,1
18255,"2011-09-11 13:16:00",89,6,103.29999947547913,2,1,1
18174,"2011-12-02 16:56:00",7,1,103.99999618530273,5,1,1
15958,"2011-09-26 13:41:00",74,7,104.35000044107437,2,1,1
15607,"2011-01-07 12:44:00",336,13,104.76000022888184,1,1,1
14027,"2011-10-10 09:01:00",60,6,104.81999921798706,3,1,1
15775,"2011-04-08 12:56:00",245,7,104.90000057220459,1,1,1
12929,"2011-08-09 14:30:00",122,9,105.0999984741211,2,1,1
17791,"2011-11-10 12:09:00",29,10,106.09999823570251,4,1,1
15070,"2010-12-02 11:23:00",372,1,106.20000171661377,1,1,1
15168,"2011-11-14 11:26:00",25,5,106.5599992275238,4,1,1
16757,"2011-01-25 11:59:00",318,7,106.82999897003174,1,1,1
15395,"2011-01-18 12:40:00",325,7,107.4499979019165,1,1,1
16784,"2011-11-20 12:20:00",19,3,107.5999984741211,4,1,1
14661,"2011-11-13 11:51:00",26,4,107.94999754428864,4,1,1
12956,"2011-02-06 16:08:00",306,19,108.07000064849854,1,2,1
13226,"2011-03-11 14:35:00",273,16,108.20999836921692,1,2,1
16106,"2011-10-05 10:37:00",65,6,108.38000106811523,3,1,1
17639,"2011-03-08 15:22:00",276,7,108.49999922513962,1,1,1
14345,"2011-11-01 09:51:00",38,6,108.97999811172485,3,1,1
14699,"2011-05-09 14:54:00",214,8,109.12999868392944,1,1,1
16363,"2011-10-17 14:14:00",53,5,109.36000037193298,3,1,1
13133,"2011-03-11 10:31:00",273,7,109.79999732971191,1,1,1
16339,"2011-02-28 13:41:00",284,20,109.94999814033508,1,2,1
17836,"2011-10-23 16:13:00",47,24,110.20999929308891,3,2,1
17901,"2011-11-10 17:29:00",29,19,110.38000017404556,4,2,1
16792,"2011-03-02 14:41:00",282,12,110.38000050187111,1,1,1
12734,"2010-12-22 12:47:00",352,4,110.40000176429749,1,1,1
14641,"2011-11-18 10:42:00",21,7,110.4599997997284,4,1,1
16963,"2011-06-05 13:48:00",187,7,110.5499997138977,1,1,1
17349,"2011-06-13 14:29:00",179,9,110.75000044703484,1,1,1
13519,"2011-10-20 15:56:00",50,9,110.79999732971191,3,1,1
15853,"2011-10-19 10:38:00",51,30,110.79999828338623,3,3,1
15537,"2011-06-29 13:10:00",163,24,110.91999942064285,2,2,1
13144,"2011-01-11 11:15:00",332,3,110.95000076293945,1,1,1
13508,"2011-04-10 11:58:00",243,12,110.96999788284302,1,1,1
18120,"2011-05-09 13:45:00",214,17,111.14999878406525,1,2,1
17887,"2011-08-02 17:29:00",129,10,111.35000097751617,2,1,1
17957,"2011-10-04 14:58:00",66,31,111.67999755218625,3,3,1
17274,"2011-11-04 13:16:00",35,27,111.97999811172485,3,2,1
12756,"2011-09-14 09:31:00",86,4,112.08000254631042,2,1,1
17893,"2011-04-28 13:50:00",225,16,112.24999698996544,1,2,1
14271,"2011-04-28 12:47:00",225,10,112.31999862194061,1,1,1
17038,"2011-11-09 13:50:00",30,22,112.39999771118164,4,2,1
15610,"2011-10-19 10:36:00",51,6,112.45999956130981,3,1,1
18129,"2011-04-10 14:16:00",243,14,112.55000066757202,1,2,1
13807,"2010-12-07 15:48:00",367,7,112.5999984741211,1,1,1
16697,"2011-04-12 17:12:00",241,21,112.74999958276749,1,2,1
13161,"2011-01-30 14:03:00",313,8,112.75,1,1,1
14689,"2011-05-15 11:22:00",208,13,112.80000030994415,1,1,1
15280,"2011-06-20 17:14:00",172,16,113.12000182271004,2,2,1
16913,"2011-02-22 12:56:00",290,8,113.44000107049942,1,1,1
18105,"2011-11-02 12:04:00",37,18,113.48000061511993,3,2,1
17217,"2011-04-19 17:19:00",234,9,113.49999755620956,1,1,1
15445,"2011-03-20 15:06:00",264,5,113.50000047683716,1,1,1
14457,"2011-02-02 09:39:00",310,4,113.63999831676483,1,1,1
12651,"2011-01-09 12:46:00",334,9,113.99999856948853,1,1,1
12504,"2011-11-21 16:02:00",18,15,114,4,2,1
15221,"2010-12-08 13:08:00",366,11,114.09999227523804,1,1,1
14582,"2011-10-30 11:56:00",40,6,114.10999977588654,3,1,1
12938,"2011-11-14 11:21:00",25,9,114.13999962806702,4,1,1
14652,"2011-09-23 14:21:00",77,29,114.17999893426895,2,2,1
17219,"2011-11-08 11:25:00",31,25,114.22999888658524,4,2,1
17852,"2011-11-28 12:36:00",11,24,114.34000039100647,5,2,1
14974,"2011-11-02 13:01:00",37,21,114.38999819755554,3,2,1
16247,"2011-06-22 14:23:00",170,16,114.5599984228611,2,2,1
14632,"2011-03-22 08:49:00",262,8,114.55999994277954,1,1,1
13188,"2011-11-28 15:28:00",11,2,114.60000228881836,5,1,1
14972,"2011-08-03 14:54:00",128,18,114.76999893784523,2,2,1
18027,"2011-09-02 10:38:00",98,21,115.3099981546402,2,2,1
13067,"2011-09-18 13:38:00",82,15,115.45999872684479,2,2,1
15350,"2010-12-01 13:33:00",373,5,115.64999485015869,1,1,1
14143,"2011-07-29 09:48:00",133,7,115.7999997138977,2,1,1
17601,"2011-04-14 18:02:00",239,9,116.00999909639359,1,1,1
13170,"2011-11-13 12:19:00",26,32,116.00999915599823,4,3,1
17117,"2011-02-24 13:54:00",288,9,116.2000002861023,1,1,1
13877,"2011-09-14 15:49:00",86,3,117.24000263214111,2,1,1
16959,"2011-09-13 15:03:00",87,7,117.34999918937683,2,1,1
15836,"2011-10-25 15:37:00",45,12,117.46999979019165,3,1,1
17654,"2011-03-07 13:17:00",277,22,117.54999923706055,1,2,1
13193,"2011-10-09 14:30:00",61,29,117.88000094890594,3,2,1
13581,"2011-02-03 14:41:00",309,10,117.99999904632568,1,1,1
14155,"2011-03-18 14:13:00",266,6,118.74999761581421,1,1,1
17079,"2011-09-22 15:34:00",78,2,118.79999542236328,2,1,1
15843,"2011-02-09 10:19:00",303,8,118.94999885559082,1,1,1
16666,"2011-11-20 14:01:00",19,32,118.97999791800976,4,3,1
15266,"2011-01-05 13:40:00",338,6,119.29999732971191,1,1,1
16542,"2011-10-17 10:47:00",53,5,119.62000036239624,3,1,1
14453,"2011-06-02 14:15:00",190,22,119.92999950051308,1,2,1
14259,"2011-07-21 10:44:00",141,5,119.99999833106995,2,1,1
14314,"2011-08-25 10:39:00",106,8,120.00000035762787,2,1,1
18015,"2011-12-05 14:49:00",4,46,120.02999956905842,5,3,1
17446,"2011-06-16 10:42:00",176,9,120.90000200271606,2,1,1
13002,"2011-01-25 15:18:00",318,7,120.94999980926514,1,1,1
16611,"2011-06-06 15:46:00",186,11,120.99000060558319,1,1,1
15512,"2011-07-07 10:20:00",155,7,121,2,1,1
15049,"2011-03-11 12:13:00",273,3,121.17000341415405,1,1,1
13182,"2011-10-25 13:46:00",45,11,121.17999842762947,3,1,1
13244,"2011-09-08 11:46:00",92,27,121.73999917507172,2,2,1
18018,"2011-08-23 17:37:00",108,29,122.14000007510185,2,2,1
14076,"2011-08-02 15:19:00",129,46,122.47000031173229,2,3,1
14165,"2011-03-09 12:39:00",275,25,122.53999903798103,1,2,1
13638,"2011-11-24 10:38:00",15,8,122.64000001549721,4,1,1
13876,"2011-10-07 10:22:00",63,7,122.69999694824219,3,1,1
14413,"2010-12-12 13:37:00",362,23,122.69999998807907,1,2,1
17967,"2010-12-03 11:19:00",371,48,123.06999880075455,1,3,1
15917,"2011-04-06 10:40:00",247,12,123.09999990463257,1,1,1
16658,"2010-12-06 13:47:00",368,8,123.23999619483948,1,1,1
14495,"2011-10-20 12:28:00",50,6,123.79999589920044,3,1,1
16569,"2011-12-06 15:32:00",3,5,124.19999787211418,5,1,1
16849,"2011-06-06 09:16:00",186,8,124.56999969482422,1,1,1
17578,"2011-06-02 11:42:00",190,6,124.74000120162964,1,1,1
17148,"2011-10-19 09:59:00",51,9,124.87999939918518,3,1,1
12531,"2011-11-25 11:12:00",14,17,125.21999990940094,4,2,1
15017,"2011-11-06 10:33:00",33,20,125.57999742031097,3,2,1
14890,"2011-03-31 11:57:00",253,7,125.65000081062317,1,1,1
14861,"2011-10-18 12:54:00",52,6,125.78999698162079,3,1,1
13522,"2011-11-09 15:11:00",30,5,125.7999997138977,4,1,1
12814,"2011-08-30 12:11:00",101,2,125.91999816894531,2,1,1
16988,"2011-12-04 16:02:00",5,7,126.12000107765198,5,1,1
15463,"2011-11-10 12:57:00",29,7,126.14000010490417,4,1,1
16414,"2011-11-18 09:42:00",21,7,126.24999904632568,4,1,1
13279,"2011-10-06 18:51:00",64,11,126.29999923706055,3,1,1
14962,"2011-03-14 09:42:00",270,5,126.70000076293945,1,1,1
15923,"2010-12-02 12:16:00",372,21,127.07999807596207,1,2,1
15578,"2011-06-30 13:03:00",162,13,127.09999811649323,2,1,1
15135,"2011-04-20 15:58:00",233,10,127.15000057220459,1,1,1
13781,"2011-04-03 12:08:00",250,17,127.8399977684021,1,2,1
17359,"2011-11-28 14:37:00",11,15,127.85999765992165,5,2,1
15543,"2011-02-24 15:26:00",288,28,127.86000037193298,1,2,1
16828,"2011-09-07 15:10:00",93,8,128.49999713897705,2,1,1
14483,"2011-07-13 09:45:00",149,10,129.19999900460243,2,1,1
16623,"2011-04-08 10:09:00",245,5,129.44999814033508,1,1,1
16679,"2010-12-08 13:51:00",366,3,129.75,1,1,1
15844,"2011-10-24 15:19:00",46,11,130.74000239372253,3,1,1
12565,"2011-03-03 11:43:00",281,10,131.16999971866608,1,1,1
14795,"2011-06-26 13:04:00",166,6,131.4499969482422,2,1,1
17455,"2011-05-20 12:31:00",203,8,131.6999990940094,1,1,1
17297,"2011-11-22 14:43:00",17,51,131.77999931573868,4,3,1
14438,"2011-02-06 14:56:00",306,9,131.9000027179718,1,1,1
17785,"2011-10-17 13:43:00",53,13,131.93999874591827,3,1,1
17647,"2011-10-05 15:38:00",65,7,133.05999851226807,3,1,1
15709,"2011-03-01 10:38:00",283,6,133.249995470047,1,1,1
17881,"2011-02-08 17:16:00",304,8,133.35000038146973,1,1,1
12445,"2011-11-17 18:43:00",22,4,133.4000005722046,4,1,1
14349,"2011-11-29 15:39:00",10,31,133.49999928474426,5,3,1
13217,"2011-08-09 15:32:00",122,7,133.6200041770935,2,1,1
14280,"2011-05-27 10:37:00",196,8,134.03999745845795,1,1,1
12837,"2011-06-19 16:07:00",173,12,134.10000002384186,2,1,1
14586,"2011-04-26 17:32:00",227,27,134.15999871492386,1,2,1
14174,"2011-11-06 13:17:00",33,26,134.4600003361702,3,2,1
15562,"2010-12-23 09:55:00",351,1,134.55000185966492,1,1,1
14340,"2011-05-05 09:44:00",218,6,134.7000002861023,1,1,1
16055,"2011-05-03 09:26:00",220,8,134.7999987602234,1,1,1
12851,"2011-09-04 12:41:00",96,50,135.17999966442585,2,3,1
15276,"2011-10-04 16:39:00",66,52,135.30999931693077,3,3,1
16665,"2010-12-12 14:03:00",362,9,135.4000015258789,1,1,1
15174,"2011-01-21 09:06:00",322,11,135.74999868869781,1,1,1
16114,"2011-06-22 10:13:00",170,8,135.74999952316284,2,1,1
15419,"2011-11-15 09:23:00",24,8,135.86000001430511,4,1,1
14889,"2011-01-07 15:19:00",336,10,135.89999842643738,1,1,1
15042,"2011-05-24 16:25:00",199,5,135.93000030517578,1,1,1
12968,"2011-08-19 15:44:00",112,5,135.94999980926514,2,1,1
17972,"2011-04-12 12:16:00",241,31,136.03999769687653,1,3,1
14247,"2011-03-06 15:21:00",278,20,136.76999962329865,1,2,1
15691,"2011-04-01 15:13:00",252,2,136.79999828338623,1,1,1
17468,"2011-11-29 15:33:00",10,5,137.00000047683716,5,1,1
17709,"2011-06-23 11:55:00",169,7,137.4500002861023,2,1,1
16050,"2011-06-19 11:44:00",173,10,137.89999878406525,2,1,1
