RANK,CUSTOMER_ID,REVENUE
451,13536,3448.289960861206
452,15129,3447.400006443262
453,15113,3439.410003721714
454,15581,3429.9699890315533
455,15974,3429.549978584051
456,14221,3427.8499861359596
457,16360,3411.6899879723787
458,13993,3409.65998005867
459,15981,3408.4799637794495
460,13437,3408.0599937438965
461,17669,3406.7199232578278
462,13842,3385.6199922561646
463,13198,3384.0899735689163
464,15228,3376.9599871635437
465,17725,3371.1299871206284
466,13014,3365.4299662411213
467,16011,3362.709988564253
468,13148,3348.4799976944923
469,13015,3346.2799972891808
470,12643,3344.6399924755096
471,15708,3329.71998205781
472,15676,3324.089985281229
473,12594,3320.219957590103
474,16818,3317.9699773564935
475,14227,3315.7099668979645
476,16556,3313.7899696826935
477,13373,3312.2499866485596
478,14841,3295.7599652409554
479,17183,3286.9100021123886
480,12480,3281.629993624985
481,12406,3280.7500029802322
482,16717,3278.3599777817726
483,17723,3276.400068759918
484,14702,3250.639991879463
485,13952,3246.08997631073
486,15764,3245.4699744582176
487,17050,3228.8399693369865
488,15622,3224.5299857854843
489,13880,3219.769989281893
490,12613,3218.979991108179
491,12619,3214.8100451231003
492,15443,3212.1599912047386
493,16107,3204.1599650382996
494,17220,3198.2499790787697
495,13868,3192.5399422049522
496,17685,3191.5300035476685
497,13758,3190.5499641001225
498,14844,3189.809948325157
499,14388,3172.0399596989155
500,16837,3167.7299696207047
501,13268,3167.6399731338024
502,16041,3166.4000375270844
503,17863,3159.9999750852585
504,12456,3153.8899896740913
505,14145,3148.199878692627
506,15632,3147.30997633934
507,15065,3135.979988694191
508,17231,3127.8199696093798
509,13685,3119.439966261387
510,14175,3108.0599822700024
511,17672,3106.619980722666
512,13869,3104.949978083372
513,13742,3102.4199755191803
514,13135,3096.000123023987
515,17059,3095.03996399045
516,14235,3093.8600046932697
517,14099,3092.969959437847
518,15491,3090.849976629019
519,14257,3087.269970983267
520,16326,3085.959963172674
521,13362,3085.489982366562
522,16905,3085.4799736589193
523,15998,3084.169982254505
524,13047,3079.0999679863453
525,12910,3075.039999485016
526,14565,3073.769981265068
527,18272,3064.779997110367
528,16218,3054.8699918985367
529,16940,3049.87997302413
530,14456,3047.62996147573
531,16686,3043.4799794331193
532,16607,3038.6699737757444
533,16709,3029.86998796463
534,17799,3026.0799790918827
535,16156,3024.6199764609337
536,13631,3021.7699995040894
537,18094,3017.2999760508537
538,16678,3013.829976975918
539,12598,3002.6799998283386
540,15861,3000.3600009530783
541,12395,2998.2800109386444
542,14307,2995.719989359379
543,12670,2986.1499786376953
544,12916,2982.3499693870544
545,15687,2981.499979376793
546,15854,2974.6499297767878
547,16497,2965.6899967193604
548,15514,2963.1899770647287
549,17659,2954.749995291233
550,14639,2952.339993953705
551,17084,2949.7499721050262
552,14146,2949.56999078393
553,12754,2949.12008112669
554,16393,2941.0499672591686
555,17444,2940.039972729981
556,14868,2939.6399698257446
557,14032,2929.8399843275547
558,14530,2925.9099948108196
559,17512,2920.0399866104126
560,12906,2919.80997633934
561,13451,2916.4499794840813
562,14543,2916.169985771179
563,12438,2906.8499950170517
564,17924,2894.329999268055
565,18144,2888.7500410079956
566,15673,2881.0199895501137
567,14251,2879.6999735832214
568,16633,2878.149985909462
569,14005,2874.7200187444687
570,13901,2867.1999986171722
571,15628,2865.6399984657764
572,12685,2863.0799885988235
573,18145,2861.5499862730503
574,14299,2855.349999755621
575,12473,2848.2300004661083
576,12408,2842.5699939727783
577,14535,2841.0899797677994
578,14711,2838.199994325638
579,14852,2836.690004825592
580,17596,2827.9299506247044
581,13174,2817.029985845089
582,15984,2816.969983369112
583,12356,2811.4299854040146
584,16081,2806.900005310774
585,14572,2803.689972728491
586,12758,2791.589973807335
587,17739,2786.0499596595764
588,16928,2781.5000082850456
589,12388,2780.659991502762
590,14112,2774.1699707508087
591,13769,2771.8699786663055
592,17644,2768.979971885681
593,15356,2766.499974220991
594,13735,2766.1799731254578
595,13230,2763.4099887758493
596,16871,2761.4899946451187
597,15114,2760.5599852204323
598,16764,2758.24998319149
599,14626,2757.069973707199
600,15993,2756.8199821710587
601,16316,2755.5599833130836
602,12578,2753.359985470772
603,13870,2751.249995857477
604,14854,2749.889978438616
605,17504,2745.2799862623215
606,14903,2744.479990929365
607,17213,2741.0799793303013
608,14125,2740.4299853146076
609,14121,2740.299990415573
610,16003,2735.3699786663055
611,12380,2720.5599776506424
612,18230,2716.5999779701233
613,12840,2714.2699702978134
614,13285,2709.1199802160263
615,13654,2707.329996794462
616,13971,2702.2199913859367
617,18097,2692.8499842882156
618,14107,2688.479969263077
619,17386,2686.420004963875
620,14732,2686.339983820915
621,15796,2666.609988152981
622,14713,2664.2599703371525
623,12360,2662.0600061416626
624,14439,2661.239974498749
625,17069,2655.219983279705
626,13851,2651.4599968492985
627,15321,2650.7299803495407
628,15696,2644.4599840044975
629,13804,2635.789995908737
630,15671,2635.489971637726
631,17402,2633.850011318922
632,18077,2633.009983807802
633,13771,2631.6999990940094
634,16618,2630.64000582695
635,12721,2628.9799799621105
636,15752,2628.929964840412
637,17965,2622.569984085858
638,18210,2621.3799777030945
639,14262,2618.229994595051
640,12708,2616.3199992477894
641,12625,2614.3199960291386
642,12836,2612.8599782586098
643,17346,2611.5799687728286
644,16255,2609.2999874278903
645,12726,2609.0999880433083
646,16241,2607.8699720278382
647,14408,2606.529957473278
648,13422,2601.5499871969223
649,13644,2597.5199813246727
650,16919,2596.4499649703503
651,18260,2594.999995291233
652,15782,2593.9399695396423
653,13983,2590.459989130497
654,13895,2588.1199963092804
655,13021,2584.3999712765217
656,12520,2582.5099922418594
657,12600,2581.0399425029755
658,13911,2580.909987807274
659,15485,2574.9999618828297
660,15521,2574.64998203516
661,17655,2571.739974498749
662,15033,2571.019984021783
663,16308,2559.999942779541
664,14397,2556.680007517338
665,15572,2552.8599897921085
666,13136,2545.379971653223
667,13344,2543.719997406006
668,14676,2543.2399636507034
669,14334,2539.4599876999855
670,13883,2538.750004529953
671,18075,2538.7199940383434
672,14243,2535.879973590374
673,13471,2531.579986780882
674,16912,2528.6699837744236
675,17317,2524.019974708557
676,15245,2515.8399865031242
677,17728,2515.6799881458282
678,17314,2514.759984046221
679,17700,2508.889977812767
680,18245,2507.5599794983864
681,17449,2504.8599804639816
682,13695,2504.129977941513
683,13975,2503.229977965355
684,16477,2494.4599783420563
685,14546,2487.019984960556
686,14701,2486.2199962735176
687,15271,2485.8199928104877
688,12913,2483.629961490631
689,16710,2483.0399749577045
690,13507,2479.159981995821
691,12455,2466.8599939346313
692,17164,2466.399997293949
693,12517,2464.8899841308594
694,17131,2463.169995993376
695,13784,2462.789977788925
696,15932,2461.8500022292137
697,17682,2459.3299790620804
698,14315,2456.979976415634
699,14842,2456.7999854683876
700,14659,2456.5299795269966
701,15750,2451.229963734746
702,14163,2445.9099639058113
703,13588,2445.119982689619
704,13949,2427.3199943602085
705,14766,2423.0699974298477
706,15606,2422.639992117882
707,13658,2421.4699652194977
708,15089,2420.8399784862995
709,16143,2419.839974910021
710,12397,2409.8999956846237
711,17589,2404.1699877381325
712,15980,2398.8599882125854
713,13141,2385.79997805506
714,17071,2385.479963839054
715,17530,2384.9999864399433
716,14554,2381.0399888157845
717,17722,2380.639982968569
718,18065,2380.0799802541733
719,14930,2372.8599899709225
720,13722,2369.159976065159
721,14493,2362.839993953705
722,17634,2361.969968497753
723,15370,2360.5499888658524
724,14030,2360.0899948477745
725,14440,2357.6799829006195
726,14502,2351.0199897885323
727,15140,2350.000001102686
728,15527,2348.819975435734
729,13908,2347.049987077713
730,18259,2338.5999703407288
731,17434,2333.4199709892273
732,12483,2327.129978656769
733,14239,2323.4999725818634
734,14309,2319.679997384548
735,15755,2318.8799940645695
736,13994,2313.13997900486
737,13394,2312.7999827861786
738,17838,2312.6999831199646
739,14290,2307.4499903321266
740,15288,2306.5199986696243
741,15785,2303.7500020563602
742,17211,2299.6699755489826
743,15105,2298.9300080537796
744,15270,2298.2000358104706
745,17954,2295.3699848353863
746,13704,2295.3099835217
747,15704,2293.619974195957
748,12615,2291.18997913599
749,17744,2291.079997971654
750,17313,2288.1299722492695
751,12684,2283.629994869232
752,17188,2275.5799729526043
753,12782,2273.3199986815453
754,17768,2273.1799622774124
755,14466,2272.399998664856
756,16735,2269.2099838852882
757,16550,2266.2500031888485
758,18257,2265.379980444908
759,13700,2265.119980275631
760,13527,2263.7599773406982
761,16209,2262.620029449463
762,14432,2255.50998903811
763,15235,2247.509986013174
764,16771,2246.809983730316
765,16782,2242.2499927282333
766,15665,2242.0099925994873
767,15281,2239.949979841709
768,16293,2236.7399763166904
769,14700,2235.299996972084
770,18242,2232.489993572235
771,14825,2226.9099788069725
772,12704,2220.839981675148
773,12876,2218.0199909210205
774,17591,2215.0199523568153
775,15373,2213.10998159647
776,17442,2210.2599882483482
777,12653,2209.8499987125397
778,14211,2208.299995303154
779,15797,2207.399987220764
780,13115,2205.6299842894077
781,12755,2203.1999591588974
782,13831,2202.989967226982
783,13680,2202.309989273548
784,14226,2201.6400039494038
785,17696,2201.0499789118767
786,15123,2199.309992313385
787,14776,2195.579997897148
788,16743,2191.8399797677994
789,13365,2191.220003426075
790,13862,2187.3100031018257
791,15179,2186.199987858534
792,15394,2183.539977312088
793,16628,2183.0399667024612
794,15722,2181.209972858429
795,14808,2175.3699849694967
796,14560,2174.1799923479557
797,16076,2173.529964208603
798,15811,2171.3199807703495
799,14341,2166.3799700438976
800,12856,2162.67998701334
801,16456,2158.369993329048
802,12935,2156.4499991834164
803,13755,2154.6799724958837
804,13224,2150.849975898862
805,16966,2148.4699914455414
806,17272,2144.5299718677998
807,12633,2140.6299677193165
808,16057,2140.2199852466583
809,13317,2140.0699883699417
810,14828,2139.760020494461
811,16379,2131.8999840021133
812,17400,2129.9599820375443
813,12909,2128.829996943474
814,14360,2128.229990720749
815,16407,2126.929993033409
816,15058,2124.98998311162
817,18061,2119.409957766533
818,13632,2117.0199907422066
819,18008,2116.1900058984756
820,14691,2114.3299827575684
821,14407,2111.080005198717
822,13517,2109.069983571768
823,13265,2107.659984022379
824,18173,2106.840005874634
825,14461,2103.059993803501
826,14515,2102.0899817347527
827,12560,2101.3899995982647
828,15815,2100.599977582693
829,17191,2095.1299955248833
830,18283,2094.8799804747105
831,13571,2092.319983124733
832,13297,2089.8499841690063
833,12501,2089.6799845397472
834,14810,2087.8799847364426
835,18044,2085.6499830186367
836,16954,2085.079996109009
837,15834,2084.89999628067
838,14306,2083.4199618399143
839,18093,2083.4199591875076
840,14696,2070.9699900597334
841,14482,2068.1499684005976
842,14209,2067.129987716675
843,18231,2066.1699854135513
844,12928,2062.6999564170837
845,16281,2062.0599839687347
846,17861,2059.1999810934067
847,18241,2058.089986681938
848,12610,2057.9899958372116
849,12518,2056.8899969160557
850,13126,2056.289996087551
851,17667,2055.5099914073944
852,12948,2053.69998344779
853,17086,2050.079983353615
854,17625,2046.9999936968088
855,17597,2044.3699896633625
856,14232,2043.9299807548523
857,13450,2043.7200173735619
858,14640,2042.1499906778336
859,17090,2041.849975824356
860,17846,2033.0999755859375
861,14001,2030.329978942871
862,16409,2028.8799971342087
863,16358,2024.9499711990356
864,14544,2024.4499756991863
865,16875,2023.4699904322624
866,18069,2021.8199855983257
867,15341,2020.519986152649
868,18219,2019.769986718893
869,14188,2018.9099543094635
870,14506,2012.1699885725975
871,15531,2007.4399803876877
872,15372,2007.400012254715
873,16098,2005.629987835884
874,14730,2005.0599904172122
875,17082,2003.8499920368195
876,16754,2002.3999404907227
877,13305,2000.8599965572357
878,18188,1998.4899884462357
879,16698,1997.999963760376
880,13630,1995.6799785494804
881,17827,1995.4599937796593
882,17612,1992.7599696815014
883,17679,1992.1099798679352
884,17088,1991.0099840164185
885,13593,1990.2799834012985
886,13495,1990.119988322258
887,17940,1983.5799882411957
888,12585,1982.8100054562092
889,18204,1979.2999858260155
890,13590,1976.1199791431427
891,15493,1967.249984383583
892,14462,1965.8999867215753
893,17790,1965.5500040650368
894,17218,1960.7199830412865
895,16341,1959.3799741268158
896,14498,1957.3199799954891
897,17554,1952.44998306036
898,14653,1947.549978673458
899,17337,1944.3199927210808
900,14418,1937.249998241663
901,14472,1936.83998721838
902,14978,1931.419973641634
903,14655,1930.1499507427216
904,17406,1928.7199899554253
905,17490,1926.8799912929535
906,14217,1925.3599853515625
907,12528,1922.2799907326698
908,13246,1922.1000108122826
909,16983,1920.1999913305044
910,12674,1919.3099926412106
911,12457,1917.7799921035767
912,15518,1911.8899905979633
913,14285,1910.009985923767
914,14409,1908.2499810755253
915,16426,1908.249977439642
916,17228,1906.0899758338928
917,16150,1906.069997549057
918,15819,1905.449983716011
919,14250,1904.0499767959118
920,16938,1903.1299860477448
921,14210,1900.8899726867676
922,12762,1898.5200028419495
923,16942,1894.1099751591682
924,12584,1893.9499888420105
925,17870,1889.3999850861728
926,14934,1888.839988052845
927,12371,1887.9599884748459
928,15641,1887.1999956965446
929,12853,1881.699988245964
930,17463,1881.3599813878536
931,16170,1880.4199933111668
932,16128,1880.219985961914
933,17293,1875.109988629818
934,16986,1873.1999588012695
935,15021,1872.2799882814288
936,15157,1869.500004529953
937,15367,1867.689984679222
938,14524,1867.679986178875
939,17787,1865.1899887919426
940,17738,1863.3499870300293
941,15351,1862.139994353056
942,14887,1861.9999647140503
943,13982,1861.1099865734577
944,13890,1860.8599722385406
945,17422,1853.129992365837
946,12423,1849.10999584198
947,13421,1848.979992121458
948,18180,1843.7499831914902
949,17469,1843.0599625110626
950,12950,1842.9999837875366
951,15814,1842.7299882173538
952,17015,1842.5599835515022
953,16102,1842.13999158144
954,16455,1841.17999792099
955,12963,1841.0299769937992
956,12383,1839.3099970817566
957,14216,1839.2999776601791
958,17519,1839.0699990987778
959,14459,1837.9199976921082
960,18287,1837.2799991369247
961,16152,1829.039978981018
962,15203,1827.7999699264765
963,18122,1826.2099930346012
964,16153,1824.2299762964249
965,16169,1822.96998411417
966,16201,1821.5199760198593
967,14533,1812.619989901781
968,16474,1811.4699901640415
969,13725,1809.809985935688
970,13650,1809.3399953842163
971,16979,1809.0499707460403
972,13048,1805.9099912643433
973,12381,1803.959992557764
974,14305,1803.759999871254
975,15812,1801.139976978302
976,16249,1800.0699856579304
977,13562,1799.329962015152
978,13196,1797.7799981832504
979,17750,1797.5699624419212
980,12348,1797.2399966716766
981,18235,1796.4799896478653
982,18179,1793.1699822247028
983,17648,1789.54998087883
984,17663,1788.2699871063232
985,13875,1786.7899831831455
986,13510,1785.1599823534489
987,14608,1785.150001525879
988,14935,1784.710011124611
989,17629,1784.1199824512005
990,17705,1781.119982868433
991,15260,1780.7699921131134
992,16380,1780.5899944007397
993,14215,1777.919992685318
994,17092,1777.7799852490425
995,13481,1776.8099833130836
996,16841,1774.6199896931648
997,16719,1773.9199768602848
998,14387,1770.55998057127
999,16681,1770.339987963438
1000,15864,1769.779945731163
1001,15594,1767.5299815237522
1002,14621,1765.7599835395813
1003,16751,1764.7199960052967
1004,17873,1764.3599825501442
1005,12424,1760.959984779358
1006,12823,1759.5000219345093
1007,15220,1758.9199782311916
1008,12349,1757.5499940514565
1009,12645,1755.3799917697906
1010,13808,1747.6599975824356
1011,12523,1745.5699880123138
1012,15067,1744.7600028514862
1013,15674,1744.019981622696
1014,13134,1740.6299839615822
1015,14595,1740.5999920368195
1016,17930,1740.480002462864
1017,17353,1740.000057220459
1018,17754,1739.9199831485748
1019,15241,1738.589983254671
1020,13456,1737.8199915885925
1021,17457,1737.6999762058258
1022,14673,1736.399980545044
1023,17043,1735.1799917817116
1024,15050,1727.1700004637241
1025,13157,1721.5699826776981
1026,17702,1719.7199685573578
1027,15267,1717.3599872589111
1028,17813,1714.5999882221222
1029,12405,1710.389987707138
1030,13094,1708.8599209785461
1031,15947,1708.2399826049805
1032,12407,1708.1199936568737
1033,17162,1707.209978312254
1034,16902,1706.8799886107445
1035,16791,1706.279992699623
1036,15950,1705.2599748373032
1037,17282,1703.40996748209
